year,age,cohort,sex,race,educ,realinc,gunlaw,grass,wtssall
1974,23.0,1951.0,1,1,14.0,55515.0,2.0,,1.3979
1974,27.0,1947.0,1,1,12.0,43178.0,1.0,,0.932
1974,72.0,1902.0,2,1,12.0,11103.0,2.0,,0.466
1974,48.0,1926.0,1,1,16.0,94738.0,1.0,,1.8639
1974,37.0,1937.0,2,2,13.0,43178.0,1.0,,0.932
1974,30.0,1944.0,2,1,12.0,18505.0,1.0,,0.466
1974,37.0,1937.0,1,1,11.0,30841.0,2.0,,0.932
1974,32.0,1942.0,1,1,12.0,30841.0,1.0,,0.932
1974,24.0,1950.0,2,1,12.0,22206.0,2.0,,0.932
1974,27.0,1947.0,1,1,12.0,43178.0,1.0,,0.932
1974,61.0,1913.0,1,2,12.0,22206.0,1.0,,0.932
1974,26.0,1948.0,1,1,10.0,43178.0,2.0,,0.932
1974,62.0,1912.0,2,1,12.0,13570.0,2.0,,0.466
1974,51.0,1923.0,1,1,20.0,43178.0,1.0,,0.932
1974,52.0,1922.0,1,1,10.0,55515.0,1.0,,1.3979
1974,20.0,1954.0,2,1,14.0,55515.0,1.0,,1.8639
1974,57.0,1917.0,1,1,14.0,,1.0,,1.3979
1974,52.0,1922.0,2,1,12.0,,1.0,,0.932
1974,30.0,1944.0,2,1,12.0,18505.0,1.0,,0.466
1974,18.0,1956.0,1,2,11.0,43178.0,1.0,,1.3979
1974,33.0,1941.0,1,1,20.0,43178.0,2.0,,0.932
1974,61.0,1913.0,1,2,9.0,,1.0,,0.932
1974,54.0,1920.0,2,1,11.0,11103.0,2.0,,0.932
1974,25.0,1949.0,2,1,10.0,4935.0,2.0,,0.932
1974,28.0,1946.0,2,1,16.0,,1.0,,0.932
1974,59.0,1915.0,2,1,8.0,4935.0,1.0,,2.7959
1974,76.0,1898.0,1,1,13.0,13570.0,1.0,,0.932
1974,26.0,1948.0,2,1,18.0,43178.0,1.0,,1.3979
1974,44.0,1930.0,2,1,11.0,43178.0,1.0,,1.3979
1974,43.0,1931.0,1,1,20.0,94738.0,1.0,,0.932
1974,66.0,1908.0,1,1,11.0,30841.0,1.0,,1.8639
1974,40.0,1934.0,2,1,8.0,30841.0,1.0,,0.932
1974,26.0,1948.0,1,1,15.0,11103.0,2.0,,0.932
1974,44.0,1930.0,2,1,11.0,43178.0,1.0,,1.3979
1974,28.0,1946.0,2,1,14.0,94738.0,1.0,,0.932
1974,71.0,1903.0,1,1,16.0,,1.0,,0.932
1974,38.0,1936.0,1,1,12.0,,2.0,,0.932
1974,53.0,1921.0,2,1,12.0,43178.0,1.0,,1.3979
1974,49.0,1925.0,1,1,12.0,30841.0,1.0,,0.932
1974,31.0,1943.0,1,1,13.0,,1.0,,0.932
1974,37.0,1937.0,1,1,16.0,43178.0,2.0,,0.932
1974,23.0,1951.0,1,1,14.0,22206.0,1.0,,0.932
1974,23.0,1951.0,2,1,16.0,1234.0,1.0,,1.8639
1974,58.0,1916.0,1,1,6.0,30841.0,2.0,,0.932
1974,31.0,1943.0,1,1,12.0,,1.0,,0.932
1974,52.0,1922.0,1,1,12.0,43178.0,2.0,,1.8639
1974,22.0,1952.0,2,1,14.0,8636.0,1.0,,1.3979
1974,37.0,1937.0,2,1,10.0,30841.0,2.0,,0.932
1974,81.0,1893.0,2,1,5.0,4935.0,1.0,,0.466
1974,20.0,1954.0,2,1,12.0,18505.0,1.0,,0.932
1974,44.0,1930.0,2,1,17.0,94738.0,1.0,,1.8639
1974,48.0,1926.0,2,1,12.0,,1.0,,1.3979
1974,19.0,1955.0,1,1,12.0,22206.0,,,1.3979
1974,63.0,1911.0,1,1,13.0,55515.0,1.0,,0.932
1974,19.0,1955.0,2,1,12.0,30841.0,1.0,,2.3299
1974,25.0,1949.0,2,1,16.0,18505.0,1.0,,0.932
1974,28.0,1946.0,2,1,12.0,43178.0,1.0,,0.932
1974,73.0,1901.0,1,1,7.0,4935.0,1.0,,1.3979
1974,69.0,1905.0,1,1,8.0,30841.0,1.0,,0.932
1974,24.0,1950.0,1,1,12.0,43178.0,2.0,,0.932
1974,67.0,1907.0,1,1,19.0,18505.0,2.0,,0.932
1974,45.0,1929.0,1,1,6.0,30841.0,1.0,,0.932
1974,48.0,1926.0,1,1,12.0,43178.0,2.0,,0.932
1974,39.0,1935.0,2,1,12.0,94738.0,1.0,,0.932
1974,32.0,1942.0,2,1,12.0,43178.0,1.0,,0.932
1974,27.0,1947.0,2,1,9.0,11103.0,1.0,,0.932
1974,38.0,1936.0,2,1,11.0,18505.0,1.0,,0.932
1974,60.0,1914.0,2,1,9.0,,1.0,,0.932
1974,38.0,1936.0,2,2,9.0,8636.0,1.0,,0.932
1974,59.0,1915.0,1,1,9.0,,1.0,,0.932
1974,51.0,1923.0,2,1,14.0,94738.0,1.0,,1.3979
1974,54.0,1920.0,2,1,12.0,30841.0,2.0,,0.932
1974,41.0,1933.0,2,1,12.0,11103.0,2.0,,0.932
1974,20.0,1954.0,2,1,13.0,8636.0,1.0,,0.932
1974,39.0,1935.0,2,1,12.0,30841.0,,,1.3979
1974,42.0,1932.0,1,1,12.0,43178.0,1.0,,1.8639
1974,22.0,1952.0,2,1,14.0,8636.0,1.0,,1.3979
1974,60.0,1914.0,2,1,7.0,43178.0,1.0,,1.3979
1974,44.0,1930.0,2,1,12.0,8636.0,1.0,,1.3979
1974,23.0,1951.0,2,1,16.0,,1.0,,0.932
1974,45.0,1929.0,2,1,12.0,30841.0,1.0,,0.932
1974,38.0,1936.0,1,1,14.0,30841.0,1.0,,0.932
1974,42.0,1932.0,2,1,11.0,43178.0,2.0,,0.932
1974,27.0,1947.0,2,1,16.0,94738.0,1.0,,1.8639
1974,29.0,1945.0,2,2,15.0,22206.0,1.0,,0.932
1974,51.0,1923.0,2,1,6.0,,1.0,,2.3299
1974,21.0,1953.0,2,1,12.0,30841.0,1.0,,0.932
1974,19.0,1955.0,2,1,12.0,18505.0,1.0,,0.932
1974,63.0,1911.0,1,1,16.0,16038.0,2.0,,0.932
1974,20.0,1954.0,1,1,13.0,,1.0,,1.3979
1974,38.0,1936.0,1,1,14.0,30841.0,1.0,,0.932
1974,51.0,1923.0,1,1,9.0,55515.0,2.0,,1.3979
1974,61.0,1913.0,2,1,15.0,22206.0,1.0,,0.932
1974,27.0,1947.0,2,2,11.0,11103.0,1.0,,0.932
1974,72.0,1902.0,2,1,16.0,8636.0,1.0,,0.466
1974,23.0,1951.0,1,1,16.0,22206.0,1.0,,0.932
1974,43.0,1931.0,2,1,10.0,43178.0,1.0,,0.932
1974,40.0,1934.0,1,1,16.0,55515.0,2.0,,0.932
1974,40.0,1934.0,2,1,16.0,94738.0,1.0,,0.932
1974,68.0,1906.0,1,1,7.0,1234.0,1.0,,0.932
1974,67.0,1907.0,1,1,13.0,22206.0,1.0,,0.932
1974,43.0,1931.0,2,1,15.0,94738.0,1.0,,1.3979
1974,58.0,1916.0,1,1,18.0,94738.0,1.0,,0.932
1974,19.0,1955.0,1,1,12.0,22206.0,,,1.3979
1974,32.0,1942.0,1,1,13.0,94738.0,1.0,,1.3979
1974,62.0,1912.0,2,1,8.0,13570.0,1.0,,0.932
1974,35.0,1939.0,2,1,13.0,55515.0,1.0,,0.932
1974,37.0,1937.0,2,1,12.0,30841.0,1.0,,0.932
1974,61.0,1913.0,1,1,14.0,,1.0,,2.3299
1974,54.0,1920.0,2,1,12.0,55515.0,1.0,,1.3979
1974,71.0,1903.0,1,1,14.0,11103.0,1.0,,0.932
1974,40.0,1934.0,2,1,12.0,22206.0,2.0,,0.932
1974,65.0,1909.0,1,1,4.0,8636.0,1.0,,1.3979
1974,71.0,1903.0,1,2,6.0,1234.0,2.0,,0.932
1974,24.0,1950.0,1,1,12.0,43178.0,2.0,,1.3979
1974,26.0,1948.0,2,1,14.0,22206.0,1.0,,0.932
1974,26.0,1948.0,1,1,13.0,13570.0,2.0,,0.932
1974,68.0,1906.0,2,1,6.0,4935.0,1.0,,0.932
1974,23.0,1951.0,2,1,12.0,18505.0,1.0,,0.932
1974,24.0,1950.0,1,1,12.0,43178.0,2.0,,1.3979
1974,36.0,1938.0,1,1,20.0,30841.0,1.0,,0.932
1974,55.0,1919.0,2,1,10.0,43178.0,2.0,,0.932
1974,51.0,1923.0,1,1,14.0,94738.0,2.0,,1.3979
1974,59.0,1915.0,2,1,12.0,30841.0,1.0,,0.932
1974,51.0,1923.0,2,1,14.0,94738.0,1.0,,2.3299
1974,75.0,1899.0,2,1,7.0,22206.0,1.0,,0.932
1974,67.0,1907.0,1,1,11.0,55515.0,1.0,,0.932
1974,20.0,1954.0,1,1,14.0,55515.0,2.0,,1.3979
1975,57.0,1918.0,1,1,12.0,27793.0,2.0,2.0,1.8639
1975,69.0,1906.0,1,1,10.0,14452.0,2.0,2.0,0.932
1975,66.0,1909.0,2,1,7.0,16676.0,2.0,2.0,1.3979
1975,80.0,1895.0,1,1,8.0,10005.0,1.0,2.0,0.932
1975,22.0,1953.0,2,1,14.0,7782.0,2.0,1.0,2.3299
1975,39.0,1936.0,2,1,10.0,14452.0,2.0,2.0,1.3979
1975,41.0,1934.0,2,2,10.0,14452.0,1.0,2.0,1.3979
1975,19.0,1956.0,1,1,13.0,38910.0,2.0,2.0,1.3979
1975,20.0,1955.0,1,1,11.0,27793.0,2.0,1.0,0.932
1975,29.0,1946.0,1,2,15.0,14452.0,1.0,1.0,0.932
1975,78.0,1897.0,2,1,4.0,27793.0,1.0,2.0,1.3979
1975,20.0,1955.0,2,1,13.0,10005.0,1.0,2.0,0.466
1975,48.0,1927.0,2,2,11.0,38910.0,1.0,2.0,0.932
1975,70.0,1905.0,1,1,6.0,12229.0,1.0,2.0,0.932
1975,28.0,1947.0,1,1,11.0,14452.0,2.0,2.0,1.3979
1975,36.0,1939.0,1,1,13.0,27793.0,1.0,2.0,0.932
1975,64.0,1911.0,2,1,8.0,27793.0,1.0,2.0,1.3979
1975,28.0,1947.0,2,1,14.0,27793.0,1.0,2.0,0.932
1975,26.0,1949.0,2,1,16.0,50027.0,1.0,1.0,0.932
1975,23.0,1952.0,2,1,12.0,10005.0,1.0,2.0,0.932
1975,51.0,1924.0,2,2,10.0,1112.0,1.0,2.0,0.466
1975,27.0,1948.0,1,1,12.0,20011.0,1.0,2.0,0.932
1975,30.0,1945.0,1,1,19.0,,1.0,2.0,0.932
1975,49.0,1926.0,1,1,8.0,86496.0,2.0,2.0,1.3979
1975,27.0,1948.0,2,1,14.0,4447.0,1.0,2.0,0.932
1975,68.0,1907.0,2,1,12.0,38910.0,1.0,2.0,0.932
1975,26.0,1949.0,2,1,9.0,4447.0,1.0,2.0,0.466
1975,40.0,1935.0,2,1,15.0,86496.0,1.0,1.0,0.932
1975,54.0,1921.0,1,1,18.0,27793.0,1.0,2.0,0.932
1975,63.0,1912.0,1,1,12.0,86496.0,1.0,2.0,0.932
1975,24.0,1951.0,1,1,12.0,38910.0,1.0,1.0,0.932
1975,22.0,1953.0,2,2,11.0,20011.0,1.0,2.0,0.932
1975,70.0,1905.0,2,2,10.0,4447.0,1.0,2.0,0.466
1975,53.0,1922.0,1,1,16.0,50027.0,2.0,2.0,1.3979
1975,49.0,1926.0,2,1,13.0,86496.0,1.0,2.0,1.3979
1975,19.0,1956.0,2,1,11.0,27793.0,2.0,1.0,1.3979
1975,26.0,1949.0,2,1,16.0,27793.0,2.0,1.0,0.932
1975,54.0,1921.0,1,1,11.0,38910.0,1.0,2.0,0.932
1975,26.0,1949.0,2,2,12.0,,,2.0,2.7959
1975,33.0,1942.0,2,3,16.0,38910.0,1.0,2.0,0.932
1975,54.0,1921.0,2,1,12.0,38910.0,1.0,,0.932
1975,66.0,1909.0,2,1,7.0,16676.0,2.0,2.0,1.3979
1975,40.0,1935.0,1,1,7.0,20011.0,1.0,2.0,1.3979
1975,26.0,1949.0,2,1,13.0,38910.0,1.0,2.0,0.932
1975,48.0,1927.0,2,1,14.0,38910.0,2.0,2.0,1.8639
1975,25.0,1950.0,1,1,12.0,14452.0,1.0,2.0,0.932
1975,78.0,1897.0,1,1,11.0,12229.0,2.0,2.0,0.466
1975,70.0,1905.0,1,1,6.0,7782.0,1.0,2.0,0.932
1975,28.0,1947.0,2,1,17.0,38910.0,1.0,1.0,0.932
1975,52.0,1923.0,2,1,12.0,27793.0,1.0,2.0,1.3979
1975,29.0,1946.0,1,1,12.0,27793.0,2.0,2.0,0.932
1975,53.0,1922.0,1,1,12.0,86496.0,1.0,2.0,1.8639
1975,35.0,1940.0,1,1,11.0,20011.0,2.0,2.0,0.932
1975,81.0,1894.0,2,1,16.0,7782.0,2.0,2.0,0.466
1975,55.0,1920.0,1,1,19.0,50027.0,2.0,1.0,1.3979
1975,41.0,1934.0,2,2,12.0,20011.0,1.0,2.0,1.3979
1975,27.0,1948.0,2,1,16.0,38910.0,1.0,,0.932
1975,43.0,1932.0,1,1,13.0,86496.0,2.0,2.0,1.3979
1975,30.0,1945.0,1,2,10.0,27793.0,1.0,2.0,0.932
1975,28.0,1947.0,2,2,12.0,50027.0,1.0,,1.3979
1975,46.0,1929.0,1,1,14.0,86496.0,2.0,1.0,2.3299
1975,43.0,1932.0,1,1,16.0,50027.0,2.0,1.0,0.932
1975,32.0,1943.0,1,1,19.0,38910.0,1.0,1.0,0.932
1975,53.0,1922.0,2,1,13.0,38910.0,2.0,2.0,2.3299
1975,60.0,1915.0,1,1,13.0,86496.0,1.0,2.0,1.8639
1975,36.0,1939.0,2,2,10.0,10005.0,1.0,2.0,1.3979
1975,51.0,1924.0,1,2,16.0,27793.0,2.0,1.0,1.3979
1975,36.0,1939.0,1,1,11.0,86496.0,1.0,2.0,1.8639
1975,20.0,1955.0,1,2,13.0,10005.0,1.0,1.0,1.8639
1975,45.0,1930.0,1,1,16.0,38910.0,1.0,2.0,0.932
1975,22.0,1953.0,1,1,15.0,16676.0,2.0,1.0,1.3979
1975,59.0,1916.0,2,2,14.0,10005.0,1.0,2.0,0.932
1975,39.0,1936.0,2,1,12.0,27793.0,1.0,2.0,1.3979
1975,79.0,1896.0,1,1,9.0,1112.0,1.0,2.0,1.3979
1975,58.0,1917.0,1,1,12.0,20011.0,2.0,2.0,0.932
1975,28.0,1947.0,1,1,16.0,50027.0,1.0,1.0,0.932
1975,58.0,1917.0,2,1,9.0,14452.0,1.0,2.0,0.466
1975,73.0,1902.0,1,1,6.0,4447.0,2.0,2.0,1.3979
1975,77.0,1898.0,2,1,14.0,12229.0,1.0,2.0,0.466
1975,25.0,1950.0,2,1,12.0,10005.0,1.0,1.0,0.932
1975,52.0,1923.0,1,1,12.0,27793.0,1.0,2.0,0.932
1975,20.0,1955.0,2,1,14.0,86496.0,2.0,1.0,2.3299
1975,48.0,1927.0,2,1,14.0,38910.0,2.0,2.0,1.8639
1975,28.0,1947.0,1,1,20.0,27793.0,1.0,1.0,0.932
1975,27.0,1948.0,2,1,9.0,20011.0,1.0,1.0,0.932
1975,23.0,1952.0,1,1,16.0,86496.0,1.0,1.0,1.8639
1975,31.0,1944.0,2,1,9.0,20011.0,2.0,2.0,0.932
1975,34.0,1941.0,1,1,14.0,38910.0,1.0,2.0,0.932
1975,33.0,1942.0,1,1,8.0,7782.0,1.0,2.0,0.932
1975,82.0,1893.0,2,1,5.0,7782.0,1.0,2.0,0.466
1975,80.0,1895.0,1,1,,12229.0,1.0,2.0,0.932
1975,40.0,1935.0,1,1,7.0,20011.0,1.0,2.0,1.3979
1975,28.0,1947.0,1,1,16.0,50027.0,1.0,1.0,0.932
1975,67.0,1908.0,2,1,14.0,50027.0,1.0,2.0,0.932
1975,40.0,1935.0,2,1,12.0,27793.0,1.0,2.0,0.932
1975,24.0,1951.0,1,1,12.0,50027.0,1.0,1.0,0.932
1975,78.0,1897.0,1,1,8.0,27793.0,1.0,2.0,0.932
1975,39.0,1936.0,2,1,9.0,38910.0,2.0,2.0,1.3979
1975,80.0,1895.0,1,1,8.0,4447.0,1.0,2.0,0.932
1975,34.0,1941.0,2,1,10.0,27793.0,1.0,2.0,0.932
1975,66.0,1909.0,2,1,17.0,38910.0,2.0,2.0,0.932
1975,63.0,1912.0,2,1,13.0,10005.0,1.0,1.0,0.932
1975,66.0,1909.0,2,1,11.0,7782.0,2.0,2.0,0.932
1975,26.0,1949.0,2,1,13.0,20011.0,1.0,1.0,0.932
1975,48.0,1927.0,2,2,10.0,12229.0,1.0,2.0,1.8639
1975,68.0,1907.0,1,1,10.0,10005.0,1.0,2.0,0.932
1975,,,2,1,,,1.0,2.0,0.466
1975,36.0,1939.0,2,2,10.0,10005.0,1.0,2.0,1.3979
1975,65.0,1910.0,1,1,8.0,12229.0,1.0,2.0,0.932
1975,62.0,1913.0,2,1,14.0,86496.0,1.0,1.0,1.3979
1975,45.0,1930.0,1,1,10.0,20011.0,1.0,2.0,0.932
1975,34.0,1941.0,2,1,12.0,27793.0,1.0,2.0,0.932
1975,55.0,1920.0,2,2,9.0,10005.0,1.0,2.0,1.3979
1975,34.0,1941.0,2,1,12.0,38910.0,1.0,2.0,0.932
1975,56.0,1919.0,1,1,12.0,86496.0,1.0,2.0,1.3979
1975,52.0,1923.0,2,1,10.0,27793.0,1.0,2.0,1.3979
1975,41.0,1934.0,1,1,13.0,27793.0,2.0,2.0,0.932
1975,53.0,1922.0,2,1,12.0,50027.0,1.0,2.0,0.932
1975,27.0,1948.0,2,1,9.0,20011.0,1.0,1.0,0.932
1975,38.0,1937.0,1,1,11.0,20011.0,1.0,,1.3979
1975,24.0,1951.0,1,1,13.0,38910.0,1.0,1.0,1.3979
1975,45.0,1930.0,2,1,12.0,27793.0,1.0,1.0,1.3979
1975,23.0,1952.0,1,1,13.0,86496.0,1.0,1.0,1.3979
1975,21.0,1954.0,2,1,12.0,27793.0,1.0,1.0,0.932
1975,53.0,1922.0,2,1,13.0,38910.0,2.0,2.0,2.3299
1975,31.0,1944.0,2,1,9.0,20011.0,2.0,2.0,0.932
1975,26.0,1949.0,1,1,9.0,38910.0,1.0,2.0,0.932
1975,26.0,1949.0,2,2,12.0,,,2.0,2.7959
1975,19.0,1956.0,2,1,12.0,38910.0,1.0,1.0,1.3979
1975,58.0,1917.0,1,1,8.0,7782.0,2.0,2.0,0.932
1975,19.0,1956.0,2,1,12.0,38910.0,2.0,1.0,1.8639
1975,59.0,1916.0,2,1,8.0,27793.0,2.0,2.0,0.932
1975,62.0,1913.0,1,1,10.0,50027.0,1.0,2.0,0.932
1975,19.0,1956.0,1,1,11.0,7782.0,1.0,2.0,1.8639
1975,62.0,1913.0,1,2,11.0,4447.0,2.0,2.0,0.932
1975,61.0,1914.0,2,1,20.0,27793.0,1.0,2.0,0.932
1975,43.0,1932.0,2,1,12.0,27793.0,1.0,2.0,0.932
1975,19.0,1956.0,1,2,9.0,16676.0,1.0,1.0,1.3979
1975,69.0,1906.0,2,2,7.0,4447.0,1.0,2.0,0.466
1975,66.0,1909.0,2,1,7.0,16676.0,1.0,2.0,0.932
1975,50.0,1925.0,2,1,13.0,86496.0,1.0,2.0,0.932
1975,26.0,1949.0,1,1,9.0,10005.0,1.0,2.0,0.932
1975,19.0,1956.0,2,1,12.0,38910.0,1.0,1.0,1.3979
1975,31.0,1944.0,1,2,2.0,4447.0,1.0,2.0,0.932
1975,40.0,1935.0,2,1,16.0,86496.0,1.0,2.0,0.932
1975,47.0,1928.0,1,1,8.0,86496.0,1.0,2.0,0.932
1975,65.0,1910.0,1,1,8.0,1112.0,1.0,1.0,0.932
1975,40.0,1935.0,2,1,12.0,27793.0,1.0,2.0,0.932
1975,58.0,1917.0,1,1,10.0,4447.0,1.0,2.0,0.466
1975,43.0,1932.0,1,1,13.0,86496.0,2.0,2.0,1.3979
1975,64.0,1911.0,1,1,13.0,27793.0,2.0,2.0,0.466
1975,44.0,1931.0,2,1,8.0,50027.0,1.0,,1.3979
1975,28.0,1947.0,2,1,14.0,50027.0,1.0,2.0,0.932
1975,25.0,1950.0,1,1,14.0,38910.0,1.0,1.0,0.932
1975,62.0,1913.0,1,1,12.0,10005.0,1.0,2.0,0.932
1975,58.0,1917.0,2,1,12.0,7782.0,1.0,2.0,0.466
1975,45.0,1930.0,1,2,5.0,12229.0,2.0,2.0,0.932
1975,49.0,1926.0,2,1,8.0,27793.0,2.0,2.0,1.3979
1975,46.0,1929.0,1,1,14.0,7782.0,2.0,2.0,0.932
1975,22.0,1953.0,2,2,12.0,12229.0,1.0,2.0,0.466
1975,49.0,1926.0,1,1,11.0,50027.0,2.0,2.0,1.8639
1975,46.0,1929.0,2,1,13.0,,1.0,2.0,1.3979
1975,23.0,1952.0,2,1,11.0,,1.0,2.0,0.932
1975,40.0,1935.0,2,2,14.0,16676.0,1.0,2.0,0.932
1975,28.0,1947.0,1,1,16.0,38910.0,1.0,1.0,0.932
1975,19.0,1956.0,1,1,12.0,,1.0,2.0,1.3979
1975,68.0,1907.0,2,1,,10005.0,1.0,2.0,0.932
1975,76.0,1899.0,1,1,8.0,7782.0,2.0,2.0,1.3979
1975,19.0,1956.0,2,1,9.0,14452.0,1.0,1.0,0.932
1975,39.0,1936.0,2,1,12.0,27793.0,1.0,2.0,1.3979
1975,19.0,1956.0,2,1,12.0,38910.0,1.0,1.0,1.3979
1975,40.0,1935.0,2,1,12.0,27793.0,1.0,2.0,0.932
1975,43.0,1932.0,2,1,12.0,27793.0,1.0,2.0,0.932
1975,30.0,1945.0,1,1,12.0,7782.0,1.0,2.0,0.932
1975,25.0,1950.0,1,1,18.0,50027.0,1.0,1.0,0.932
1975,45.0,1930.0,1,1,12.0,27793.0,1.0,2.0,1.3979
1975,24.0,1951.0,2,1,12.0,12229.0,1.0,2.0,0.466
1975,21.0,1954.0,1,1,14.0,12229.0,1.0,1.0,0.466
1975,67.0,1908.0,1,1,6.0,20011.0,1.0,2.0,0.932
1975,74.0,1901.0,1,1,7.0,20011.0,1.0,2.0,0.932
1975,27.0,1948.0,1,1,12.0,27793.0,1.0,2.0,0.932
1975,42.0,1933.0,1,1,15.0,86496.0,2.0,,1.3979
1975,64.0,1911.0,2,2,12.0,27793.0,1.0,2.0,1.8639
1975,73.0,1902.0,1,1,8.0,14452.0,1.0,2.0,0.932
1975,32.0,1943.0,2,1,16.0,38910.0,1.0,2.0,0.932
1975,61.0,1914.0,2,1,11.0,7782.0,1.0,2.0,0.932
1975,45.0,1930.0,2,1,7.0,27793.0,1.0,2.0,1.3979
1975,45.0,1930.0,1,1,16.0,50027.0,2.0,1.0,0.466
1975,63.0,1912.0,2,1,7.0,20011.0,1.0,2.0,0.932
1975,70.0,1905.0,2,1,11.0,4447.0,1.0,1.0,0.466
1975,74.0,1901.0,2,1,16.0,14452.0,1.0,1.0,0.466
1975,55.0,1920.0,1,2,9.0,14452.0,2.0,2.0,0.932
1975,86.0,1889.0,2,1,8.0,4447.0,1.0,2.0,1.3979
1975,19.0,1956.0,1,1,13.0,38910.0,1.0,1.0,1.3979
1975,19.0,1956.0,2,1,11.0,38910.0,1.0,2.0,1.3979
1975,38.0,1937.0,2,1,10.0,12229.0,1.0,2.0,1.3979
1975,45.0,1930.0,2,1,10.0,27793.0,1.0,2.0,0.932
1975,22.0,1953.0,2,1,11.0,12229.0,1.0,2.0,0.932
1975,86.0,1889.0,2,1,8.0,4447.0,1.0,2.0,1.3979
1975,35.0,1940.0,1,1,12.0,27793.0,2.0,2.0,1.3979
1975,48.0,1927.0,2,1,11.0,20011.0,1.0,2.0,0.932
1975,52.0,1923.0,1,1,5.0,20011.0,1.0,2.0,1.3979
1975,29.0,1946.0,1,1,9.0,20011.0,1.0,2.0,0.932
1975,25.0,1950.0,2,1,12.0,38910.0,1.0,2.0,0.932
1975,19.0,1956.0,1,1,11.0,86496.0,1.0,,2.3299
1975,32.0,1943.0,2,1,12.0,20011.0,1.0,2.0,0.932
1975,30.0,1945.0,1,1,12.0,27793.0,2.0,1.0,0.932
1975,25.0,1950.0,1,1,12.0,27793.0,1.0,2.0,1.8639
1975,25.0,1950.0,2,1,12.0,27793.0,2.0,2.0,0.932
1975,38.0,1937.0,1,1,17.0,86496.0,1.0,2.0,0.932
1975,48.0,1927.0,2,1,12.0,27793.0,2.0,2.0,0.932
1975,42.0,1933.0,2,1,8.0,7782.0,1.0,2.0,1.3979
1975,33.0,1942.0,2,1,12.0,50027.0,1.0,2.0,0.932
1975,28.0,1947.0,2,1,17.0,38910.0,1.0,2.0,0.932
1975,52.0,1923.0,1,1,12.0,38910.0,2.0,2.0,0.932
1975,27.0,1948.0,2,1,13.0,27793.0,1.0,2.0,0.932
1975,46.0,1929.0,1,1,14.0,86496.0,2.0,1.0,2.3299
1975,52.0,1923.0,1,1,12.0,38910.0,2.0,2.0,1.3979
1975,19.0,1956.0,2,1,11.0,27793.0,2.0,1.0,1.3979
1975,29.0,1946.0,2,1,12.0,27793.0,1.0,2.0,0.932
1975,70.0,1905.0,1,2,4.0,7782.0,1.0,2.0,0.932
1975,46.0,1929.0,2,1,13.0,,1.0,2.0,1.3979
1975,70.0,1905.0,2,1,8.0,27793.0,1.0,2.0,0.932
1975,59.0,1916.0,1,1,13.0,86496.0,1.0,2.0,0.932
1975,31.0,1944.0,2,1,12.0,38910.0,1.0,2.0,0.932
1975,37.0,1938.0,2,2,10.0,20011.0,1.0,1.0,0.932
1975,37.0,1938.0,2,1,13.0,20011.0,1.0,2.0,0.932
1975,25.0,1950.0,2,1,12.0,20011.0,1.0,2.0,0.932
1975,45.0,1930.0,1,1,12.0,38910.0,2.0,2.0,0.932
1975,62.0,1913.0,2,1,15.0,4447.0,2.0,2.0,0.932
1975,69.0,1906.0,2,1,8.0,4447.0,1.0,2.0,0.932
1975,74.0,1901.0,1,1,8.0,10005.0,2.0,2.0,0.932
1975,55.0,1920.0,1,1,15.0,86496.0,1.0,2.0,1.8639
1975,68.0,1907.0,1,1,10.0,14452.0,1.0,2.0,2.3299
1975,22.0,1953.0,2,2,12.0,1112.0,1.0,2.0,0.932
1975,54.0,1921.0,1,1,12.0,,1.0,2.0,0.466
1975,73.0,1902.0,1,1,6.0,4447.0,2.0,2.0,1.3979
1975,46.0,1929.0,2,1,10.0,20011.0,2.0,2.0,1.3979
1975,52.0,1923.0,1,1,16.0,86496.0,1.0,2.0,0.932
1975,19.0,1956.0,1,1,12.0,27793.0,1.0,,1.8639
1975,64.0,1911.0,1,1,9.0,38910.0,2.0,1.0,1.8639
1975,22.0,1953.0,1,1,14.0,38910.0,1.0,2.0,1.3979
1975,33.0,1942.0,1,1,10.0,38910.0,2.0,2.0,1.3979
1975,64.0,1911.0,1,1,12.0,27793.0,1.0,2.0,0.932
1975,24.0,1951.0,2,1,16.0,4447.0,1.0,2.0,1.3979
1975,20.0,1955.0,1,1,13.0,50027.0,1.0,,1.3979
1975,22.0,1953.0,2,1,12.0,38910.0,1.0,2.0,1.3979
1975,38.0,1937.0,1,1,16.0,50027.0,2.0,1.0,0.932
1975,27.0,1948.0,2,1,12.0,27793.0,1.0,2.0,0.932
1975,28.0,1947.0,2,1,14.0,27793.0,1.0,2.0,0.932
1975,70.0,1905.0,2,1,10.0,4447.0,1.0,2.0,0.466
1975,76.0,1899.0,1,1,13.0,27793.0,2.0,2.0,1.8639
1975,49.0,1926.0,1,1,5.0,27793.0,2.0,2.0,0.932
1975,58.0,1917.0,1,1,12.0,38910.0,1.0,2.0,0.932
1975,20.0,1955.0,1,1,11.0,14452.0,1.0,2.0,0.466
1975,25.0,1950.0,1,1,12.0,27793.0,1.0,,0.932
1975,30.0,1945.0,1,1,12.0,20011.0,1.0,2.0,0.932
1975,32.0,1943.0,1,2,11.0,50027.0,1.0,2.0,0.932
1975,70.0,1905.0,1,1,11.0,27793.0,1.0,2.0,0.932
1975,21.0,1954.0,1,1,15.0,4447.0,1.0,1.0,0.932
